"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CG0073","HP0001","HP0015","HP0047","HP0048","HP0069","HP0076","HP0077","Neisseria_cinerea_ATCC_14685","Neisseria_elongata_subsp_glycolytica_ATCC_29315","Neisseria_flavescens_NRL30031","Neisseria_gonorrhoeae_FA1090","Neisseria_lactamica_ATCC_23970","Neisseria_meningitidis_MC58","Neisseria_mucosa_ATCC_25996","Neisseria_polysaccharea_ATCC_43768","Neisseria_sicca_ATCC_29256","Neisseria_subflava_NJ9703","TT0073","TT0074"
"glnA","","type I glutamate--ammonia ligase","20","20","1","1","3335","1","3994","","1418","1418","1418","HMOAHFMJ_01617","IDGDMJON_02364","JOFAMBFM_01293","PFGGLJGN_00464","CPIGLEMO_01699","HHMKECDE_00646","DCPLGDCJ_00802","AOPEFJLO_00381","NEICINOT_RS04475.p01","97242be58ea2b967d3a96d843ed5ca77_7624","NEIFLAOT_RS04180.p01","F9Z35_RS09625.p01","DR91_RS06100.p01","789e0afcaef373706e96bedeae961f4c_1464","43fe8da7603a91c46bb9b1b5b5435cfb_7609","NEIPOLOT_RS08410.p01","d9e11fc94d580b5feae8349fbaa657ca_8428","NEISUBOT_RS00070.p01","MGNOPCIE_00018","PAHHJFHK_01836"
"gutB","","Sorbitol dehydrogenase","20","20","1","1","5564","1","6523","","1064","1064","1064","HMOAHFMJ_01760","IDGDMJON_01121","JOFAMBFM_01414","PFGGLJGN_01556","CPIGLEMO_00667","HHMKECDE_00749","DCPLGDCJ_00673","AOPEFJLO_01749","NEICINOT_RS02725.p01","97242be58ea2b967d3a96d843ed5ca77_6596","NEIFLAOT_RS00335.p01","F9Z35_RS07565.p01","DR91_RS00155.p01","789e0afcaef373706e96bedeae961f4c_2401","43fe8da7603a91c46bb9b1b5b5435cfb_7615","NEIPOLOT_RS0103885.p01","d9e11fc94d580b5feae8349fbaa657ca_773","NEISUBOT_RS02510.p01","MGNOPCIE_00137","PAHHJFHK_00637"
"nadA","","quinolinate synthase NadA","20","20","1","1","1978","1","2054","","656","1112","1089","HMOAHFMJ_02486","IDGDMJON_00509","JOFAMBFM_02000","PFGGLJGN_00993","CPIGLEMO_01800","HHMKECDE_01295","DCPLGDCJ_01844","AOPEFJLO_02361","NEICINOT_RS04360.p01","97242be58ea2b967d3a96d843ed5ca77_5019","NEIFLAOT_RS04515.p01","F9Z35_RS09820.p01","DR91_RS05950.p01","789e0afcaef373706e96bedeae961f4c_1586","43fe8da7603a91c46bb9b1b5b5435cfb_7581","NEIPOLOT_RS04545.p01","d9e11fc94d580b5feae8349fbaa657ca_8401","NEISUBOT_RS08155.p01","MGNOPCIE_02006","PAHHJFHK_01225"
"nrdB","","ribonucleotide-diphosphate reductase subunit beta","20","20","1","1","1146","1","2800","","1133","1154","1146","HMOAHFMJ_02631","IDGDMJON_00590","JOFAMBFM_01958","PFGGLJGN_01039","CPIGLEMO_00060","HHMKECDE_01356","DCPLGDCJ_00139","AOPEFJLO_01063","NEICINOT_RS01665.p01","97242be58ea2b967d3a96d843ed5ca77_2966","NEIFLAOT_RS03710.p01","F9Z35_RS02935.p01","DR91_RS03070.p01","789e0afcaef373706e96bedeae961f4c_5181","43fe8da7603a91c46bb9b1b5b5435cfb_5857","NEIPOLOT_RS10180.p01","d9e11fc94d580b5feae8349fbaa657ca_7703","NEISUBOT_RS07545.p01","MGNOPCIE_00857","PAHHJFHK_01164"
"ubiE","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","20","20","1","1","6103","1","7150","","737","737","737","HMOAHFMJ_02873","IDGDMJON_00724","JOFAMBFM_01812","PFGGLJGN_01170","CPIGLEMO_02057","HHMKECDE_01497","DCPLGDCJ_00284","AOPEFJLO_00922","NEICINOT_RS06690.p01","97242be58ea2b967d3a96d843ed5ca77_5327","NEIFLAOT_RS02900.p01","F9Z35_RS08315.p01","DR91_RS00855.p01","789e0afcaef373706e96bedeae961f4c_2980","43fe8da7603a91c46bb9b1b5b5435cfb_3875","NEIPOLOT_RS06845.p01","d9e11fc94d580b5feae8349fbaa657ca_2694","NEISUBOT_RS05550.p01","MGNOPCIE_00997","PAHHJFHK_01024"
"pheS","","phenylalanine--tRNA ligase subunit alpha","20","20","1","1","866","1","1200","","989","992","989","HMOAHFMJ_01975","IDGDMJON_00957","JOFAMBFM_01578","PFGGLJGN_00743","CPIGLEMO_00514","HHMKECDE_00907","DCPLGDCJ_00507","AOPEFJLO_01591","NEICINOT_RS02185.p01","97242be58ea2b967d3a96d843ed5ca77_8284","NEIFLAOT_RS07090.p01","F9Z35_RS08185.p01","DR91_RS00750.p01","789e0afcaef373706e96bedeae961f4c_2892","43fe8da7603a91c46bb9b1b5b5435cfb_1935","NEIPOLOT_RS10940.p01","d9e11fc94d580b5feae8349fbaa657ca_6278","NEISUBOT_RS03290.p01","MGNOPCIE_00296","PAHHJFHK_00789"
"thiE","","thiamine phosphate synthase","20","20","1","1","4848","1","3272","","449","617","602","HMOAHFMJ_01386","IDGDMJON_02182","JOFAMBFM_01124","PFGGLJGN_00281","CPIGLEMO_00991","HHMKECDE_00472","DCPLGDCJ_00988","AOPEFJLO_00202","NEICINOT_RS06040.p01","97242be58ea2b967d3a96d843ed5ca77_1624","NEIFLAOT_RS10495.p01","F9Z35_RS05655.p01","DR91_RS06935.p01","789e0afcaef373706e96bedeae961f4c_8342","43fe8da7603a91c46bb9b1b5b5435cfb_5248","NEIPOLOT_RS04990.p01","d9e11fc94d580b5feae8349fbaa657ca_4148","NEISUBOT_RS00890.p01","MGNOPCIE_02236","PAHHJFHK_02019"
"groS","","co-chaperone GroES","20","20","1","1","4910","1","3574","","287","290","287","HMOAHFMJ_00743","IDGDMJON_01511","JOFAMBFM_00614","PFGGLJGN_01933","CPIGLEMO_01466","HHMKECDE_02162","DCPLGDCJ_01468","AOPEFJLO_02034","NEICINOT_RS08850.p01","97242be58ea2b967d3a96d843ed5ca77_4004","NEIFLAOT_RS04915.p01","F9Z35_RS06160.p01","DR91_RS08935.p01","789e0afcaef373706e96bedeae961f4c_7921","43fe8da7603a91c46bb9b1b5b5435cfb_1378","NEIPOLOT_RS09265.p01","d9e11fc94d580b5feae8349fbaa657ca_8603","NEISUBOT_RS10340.p01","MGNOPCIE_01694","PAHHJFHK_00244"
"rpsE","","30S ribosomal protein S5","20","20","1","1","6289","1","6173","","482","518","516","HMOAHFMJ_00934","IDGDMJON_01889","JOFAMBFM_00791","PFGGLJGN_00148","CPIGLEMO_01308","HHMKECDE_00133","DCPLGDCJ_01321","AOPEFJLO_02257","NEICINOT_RS03135.p01","97242be58ea2b967d3a96d843ed5ca77_1062","NEIFLAOT_RS06095.p01","F9Z35_RS04330.p01","DR91_RS07680.p01","789e0afcaef373706e96bedeae961f4c_631","43fe8da7603a91c46bb9b1b5b5435cfb_5191","NEIPOLOT_RS04760.p01","d9e11fc94d580b5feae8349fbaa657ca_3130","NEISUBOT_RS06730.p01","MGNOPCIE_01909","PAHHJFHK_02258"
"rplR","","50S ribosomal protein L18","20","20","1","1","6288","1","6175","","353","353","353","HMOAHFMJ_00935","IDGDMJON_01888","JOFAMBFM_00792","PFGGLJGN_00147","CPIGLEMO_01307","HHMKECDE_00134","DCPLGDCJ_01320","AOPEFJLO_02258","NEICINOT_RS03130.p01","97242be58ea2b967d3a96d843ed5ca77_1058","NEIFLAOT_RS06090.p01","F9Z35_RS04325.p01","DR91_RS07685.p01","789e0afcaef373706e96bedeae961f4c_627","43fe8da7603a91c46bb9b1b5b5435cfb_5187","NEIPOLOT_RS04755.p01","d9e11fc94d580b5feae8349fbaa657ca_3134","NEISUBOT_RS06725.p01","MGNOPCIE_01910","PAHHJFHK_02259"
"cbbA","","Fructose-bisphosphate aldolase","20","20","1","1","621","1","238","","1064","1064","1064","HMOAHFMJ_01583","IDGDMJON_02335","JOFAMBFM_01266","PFGGLJGN_00438","CPIGLEMO_00856","HHMKECDE_00619","DCPLGDCJ_00830","AOPEFJLO_00350","NEICINOT_RS03845.p01","97242be58ea2b967d3a96d843ed5ca77_990","NEIFLAOT_RS04325.p01","F9Z35_RS06760.p01","DR91_RS09520.p01","789e0afcaef373706e96bedeae961f4c_7524","43fe8da7603a91c46bb9b1b5b5435cfb_4918","NEIPOLOT_RS05055.p01","d9e11fc94d580b5feae8349fbaa657ca_507","NEISUBOT_RS00200.p01","MGNOPCIE_02387","PAHHJFHK_01862"
"rplU","","50S ribosomal protein L21","20","20","1","1","137","1","3602","","251","320","308","HMOAHFMJ_01604","IDGDMJON_02353","JOFAMBFM_01282","PFGGLJGN_00453","CPIGLEMO_01688","HHMKECDE_00635","DCPLGDCJ_00813","AOPEFJLO_00368","NEICINOT_RS04660.p01","97242be58ea2b967d3a96d843ed5ca77_474","NEIFLAOT_RS04240.p01","F9Z35_RS05185.p01","DR91_RS06310.p01","789e0afcaef373706e96bedeae961f4c_1312","43fe8da7603a91c46bb9b1b5b5435cfb_2347","NEIPOLOT_RS05950.p01","d9e11fc94d580b5feae8349fbaa657ca_6947","NEISUBOT_RS00125.p01","MGNOPCIE_00006","PAHHJFHK_01847"
"rpsR","","30S ribosomal protein S18","20","20","1","1","3842","1","4205","","230","230","230","HMOAHFMJ_01674","IDGDMJON_01171","JOFAMBFM_01357","PFGGLJGN_01604","CPIGLEMO_00721","HHMKECDE_00698","DCPLGDCJ_00734","AOPEFJLO_01801","NEICINOT_RS08275.p01","97242be58ea2b967d3a96d843ed5ca77_2982","NEIFLAOT_RS00580.p01","F9Z35_RS03090.p01","DR91_RS03220.p01","789e0afcaef373706e96bedeae961f4c_5313","43fe8da7603a91c46bb9b1b5b5435cfb_3751","NEIPOLOT_RS10030.p01","d9e11fc94d580b5feae8349fbaa657ca_6587","NEISUBOT_RS02250.p01","MGNOPCIE_00088","PAHHJFHK_00586"
"prfA","","Peptide chain release factor RF1","20","20","1","1","220","1","6445","","461","1076","1045","HMOAHFMJ_01851","IDGDMJON_01057","JOFAMBFM_01483","PFGGLJGN_01492","CPIGLEMO_00604","HHMKECDE_00817","DCPLGDCJ_00604","AOPEFJLO_01681","NEICINOT_RS07235.p01","97242be58ea2b967d3a96d843ed5ca77_5479","NEIFLAOT_RS03380.p01","F9Z35_RS11020.p01","DR91_RS05165.p01","789e0afcaef373706e96bedeae961f4c_6799","43fe8da7603a91c46bb9b1b5b5435cfb_9642","NEIPOLOT_RS05240.p01","d9e11fc94d580b5feae8349fbaa657ca_9289","NEISUBOT_RS02840.p01","MGNOPCIE_00202","PAHHJFHK_00701"
"efp","","Elongation factor P","20","20","1","1","6719","1","337","","560","560","560","HMOAHFMJ_02210","IDGDMJON_00296","JOFAMBFM_00045","PFGGLJGN_00697","CPIGLEMO_00335","HHMKECDE_01074","DCPLGDCJ_02015","AOPEFJLO_01429","NEICINOT_RS01290.p01","97242be58ea2b967d3a96d843ed5ca77_6619","NEIFLAOT_RS10145.p01","F9Z35_RS01280.p01","DR91_RS01730.p01","789e0afcaef373706e96bedeae961f4c_3749","43fe8da7603a91c46bb9b1b5b5435cfb_3800","NEIPOLOT_RS11300.p01","d9e11fc94d580b5feae8349fbaa657ca_5092","NEISUBOT_RS05145.p01","MGNOPCIE_00585","PAHHJFHK_01436"
"NMB_RS06505","","tRNA-Leu(tag)","20","20","1","1","788","1","2133","","84","84","84","HMOAHFMJ_00252","IDGDMJON_02472","JOFAMBFM_00239","PFGGLJGN_00552","CPIGLEMO_01785","HHMKECDE_01781","DCPLGDCJ_01829","AOPEFJLO_00650","NEICINOT_RS06450.r01","97242be58ea2b967d3a96d843ed5ca77_4015","NEIFLAOT_RS05695.r01","F9Z35_RS00270.r01","DR91_RS02745.r01","789e0afcaef373706e96bedeae961f4c_5033","43fe8da7603a91c46bb9b1b5b5435cfb_2141","NEIPOLOT_RS06095.r01","d9e11fc94d580b5feae8349fbaa657ca_2575","NEISUBOT_RS09255.r01","MGNOPCIE_01314","PAHHJFHK_01748"
"NMB_RS08700","","tRNA 5-hydroxyuridine modification protein YegQ","20","20","1","1","7212","1","6378","","1352","1355","1354","HMOAHFMJ_00344","IDGDMJON_01225","JOFAMBFM_00311","PFGGLJGN_01657","CPIGLEMO_00773","HHMKECDE_01853","DCPLGDCJ_01758","AOPEFJLO_00579","NEICINOT_RS07135.p01","97242be58ea2b967d3a96d843ed5ca77_5527","NEIFLAOT_RS01700.p01","F9Z35_RS11160.p01","DR91_RS05045.p01","789e0afcaef373706e96bedeae961f4c_6706","43fe8da7603a91c46bb9b1b5b5435cfb_1138","NEIPOLOT_RS11955.p01","d9e11fc94d580b5feae8349fbaa657ca_3009","NEISUBOT_RS04305.p01","MGNOPCIE_01402","PAHHJFHK_00532"
"rplS","","50S ribosomal protein L19","20","20","1","1","7293","1","3416","","365","365","365","HMOAHFMJ_00398","IDGDMJON_01271","JOFAMBFM_00357","PFGGLJGN_01702","CPIGLEMO_00820","HHMKECDE_01900","DCPLGDCJ_01711","AOPEFJLO_00533","NEICINOT_RS02815.p01","97242be58ea2b967d3a96d843ed5ca77_3182","NEIFLAOT_RS01930.p01","F9Z35_RS07490.p01","DR91_RS00080.p01","789e0afcaef373706e96bedeae961f4c_2341","43fe8da7603a91c46bb9b1b5b5435cfb_9476","NEIPOLOT_RS12330.p01","d9e11fc94d580b5feae8349fbaa657ca_5744","NEISUBOT_RS04080.p01","MGNOPCIE_01450","PAHHJFHK_00486"
"rpmG","","50S ribosomal protein L33","20","20","1","1","5276","1","5860","","155","155","155","HMOAHFMJ_00536","IDGDMJON_01341","JOFAMBFM_00431","PFGGLJGN_01769","CPIGLEMO_01631","HHMKECDE_01999","DCPLGDCJ_01630","AOPEFJLO_01867","NEICINOT_RS04675.p01","97242be58ea2b967d3a96d843ed5ca77_1827","NEIFLAOT_RS06915.p01","F9Z35_RS05170.p01","DR91_RS06325.p01","789e0afcaef373706e96bedeae961f4c_1300","43fe8da7603a91c46bb9b1b5b5435cfb_2372","NEIPOLOT_RS05105.p01","d9e11fc94d580b5feae8349fbaa657ca_1761","NEISUBOT_RS03730.p01","MGNOPCIE_01529","PAHHJFHK_00414"
"rpmB","","50S ribosomal protein L28","20","20","1","1","5277","1","5861","","233","233","233","HMOAHFMJ_00537","IDGDMJON_01342","JOFAMBFM_00432","PFGGLJGN_01770","CPIGLEMO_01630","HHMKECDE_02000","DCPLGDCJ_01629","AOPEFJLO_01868","NEICINOT_RS04680.p01","97242be58ea2b967d3a96d843ed5ca77_1823","NEIFLAOT_RS06920.p01","F9Z35_RS05165.p01","DR91_RS06330.p01","789e0afcaef373706e96bedeae961f4c_1296","43fe8da7603a91c46bb9b1b5b5435cfb_2376","NEIPOLOT_RS0102760.p01","d9e11fc94d580b5feae8349fbaa657ca_1757","NEISUBOT_RS03725.p01","MGNOPCIE_01530","PAHHJFHK_00413"
"rpsI","","30S ribosomal protein S9","20","20","1","1","589","1","3473","","392","392","392","HMOAHFMJ_00675","IDGDMJON_01459","JOFAMBFM_00548","PFGGLJGN_01886","CPIGLEMO_01518","HHMKECDE_02109","DCPLGDCJ_01519","AOPEFJLO_01979","NEICINOT_RS06115.p01","97242be58ea2b967d3a96d843ed5ca77_8590","NEIFLAOT_RS08345.p01","F9Z35_RS05750.p01","DR91_RS06855.p01","789e0afcaef373706e96bedeae961f4c_8284","43fe8da7603a91c46bb9b1b5b5435cfb_2311","NEIPOLOT_RS10380.p01","d9e11fc94d580b5feae8349fbaa657ca_7007","NEISUBOT_RS09915.p01","MGNOPCIE_01643","PAHHJFHK_00293"
"tsf","","Elongation factor Ts","20","20","1","1","3542","1","5482","","854","854","854","HMOAHFMJ_00839","IDGDMJON_02064","JOFAMBFM_00688","PFGGLJGN_00251","CPIGLEMO_01404","HHMKECDE_00032","DCPLGDCJ_01395","AOPEFJLO_02110","NEICINOT_RS05875.p01","97242be58ea2b967d3a96d843ed5ca77_383","NEIFLAOT_RS10610.p01","F9Z35_RS05475.p01","DR91_RS07110.p01","789e0afcaef373706e96bedeae961f4c_8471","43fe8da7603a91c46bb9b1b5b5435cfb_8807","NEIPOLOT_RS11175.p01","d9e11fc94d580b5feae8349fbaa657ca_3731","NEISUBOT_RS07095.p01","MGNOPCIE_01768","PAHHJFHK_02152"
"rpsS","","30S ribosomal protein S19","20","20","1","1","6276","1","6187","","236","278","275","HMOAHFMJ_00948","IDGDMJON_01876","JOFAMBFM_00804","PFGGLJGN_00135","CPIGLEMO_01295","HHMKECDE_00146","DCPLGDCJ_01308","AOPEFJLO_02270","NEICINOT_RS03070.p01","97242be58ea2b967d3a96d843ed5ca77_1010","NEIFLAOT_RS06030.p01","F9Z35_RS04265.p01","DR91_RS11525.p01","789e0afcaef373706e96bedeae961f4c_579","43fe8da7603a91c46bb9b1b5b5435cfb_5139","NEIPOLOT_RS04695.p01","d9e11fc94d580b5feae8349fbaa657ca_3180","NEISUBOT_RS06665.p01","MGNOPCIE_01922","PAHHJFHK_02271"
"fusA","","elongation factor G","20","20","1","1","6267","1","6195","","2000","2105","2099","HMOAHFMJ_00955","IDGDMJON_01869","JOFAMBFM_00811","PFGGLJGN_00128","CPIGLEMO_01288","HHMKECDE_00153","DCPLGDCJ_01301","AOPEFJLO_02277","NEICINOT_RS07645.p01","97242be58ea2b967d3a96d843ed5ca77_2197","NEIFLAOT_RS06225.p01","F9Z35_RS04225.p01","DR91_RS07785.p01","789e0afcaef373706e96bedeae961f4c_549","43fe8da7603a91c46bb9b1b5b5435cfb_215","NEIPOLOT_RS04210.p01","d9e11fc94d580b5feae8349fbaa657ca_2140","NEISUBOT_RS10810.p01","MGNOPCIE_01929","PAHHJFHK_02281"
"rpsG","","30S ribosomal protein S7","20","20","1","1","6266","1","6199","","392","470","466","HMOAHFMJ_00956","IDGDMJON_01868","JOFAMBFM_00812","PFGGLJGN_00127","CPIGLEMO_01287","HHMKECDE_00154","DCPLGDCJ_01300","AOPEFJLO_02278","NEICINOT_RS07650.p01","97242be58ea2b967d3a96d843ed5ca77_2193","NEIFLAOT_RS06220.p01","F9Z35_RS04220.p01","DR91_RS07790.p01","789e0afcaef373706e96bedeae961f4c_545","43fe8da7603a91c46bb9b1b5b5435cfb_211","NEIPOLOT_RS04215.p01","d9e11fc94d580b5feae8349fbaa657ca_2143","NEISUBOT_RS10805.p01","MGNOPCIE_01930","PAHHJFHK_02282"
"rplK","","50S ribosomal protein L11","20","20","1","1","6254","1","6207","","329","434","428","HMOAHFMJ_00965","IDGDMJON_01861","JOFAMBFM_00819","PFGGLJGN_00120","CPIGLEMO_01278","HHMKECDE_00161","DCPLGDCJ_01293","AOPEFJLO_02285","NEICINOT_RS07685.p01","97242be58ea2b967d3a96d843ed5ca77_818","NEIFLAOT_RS06175.p01","F9Z35_RS04150.p01","DR91_RS07830.p01","789e0afcaef373706e96bedeae961f4c_509","43fe8da7603a91c46bb9b1b5b5435cfb_5504","NEIPOLOT_RS14250.p01","d9e11fc94d580b5feae8349fbaa657ca_2173","NEISUBOT_RS10770.p01","MGNOPCIE_01937","PAHHJFHK_02289"
"NEICINOT_RS05020","","tRNA-Ala(ggc)","20","20","1","1","2681","1","5739","","75","75","75","HMOAHFMJ_01460","IDGDMJON_02241","JOFAMBFM_01179","PFGGLJGN_00339","CPIGLEMO_00936","HHMKECDE_00531","DCPLGDCJ_00917","AOPEFJLO_00268","NEICINOT_RS05020.r01","97242be58ea2b967d3a96d843ed5ca77_2106","NEIFLAOT_RS09080.r01","F9Z35_RS09930.r01","DR91_RS05875.r01","789e0afcaef373706e96bedeae961f4c_1641","43fe8da7603a91c46bb9b1b5b5435cfb_4020","NEIPOLOT_RS05705.r01","d9e11fc94d580b5feae8349fbaa657ca_1156","NEISUBOT_RS00585.r01","MGNOPCIE_02301","PAHHJFHK_01956"
"erpA","","Iron-sulfur cluster insertion protein ErpA","20","20","1","1","5264","1","3848","","338","338","338","HMOAHFMJ_01556","IDGDMJON_02316","JOFAMBFM_01248","PFGGLJGN_00420","CPIGLEMO_00873","HHMKECDE_00599","DCPLGDCJ_00852","AOPEFJLO_00332","NEICINOT_RS02965.p01","97242be58ea2b967d3a96d843ed5ca77_3539","NEIFLAOT_RS04435.p01","F9Z35_RS10520.p01","DR91_RS10120.p01","789e0afcaef373706e96bedeae961f4c_2202","43fe8da7603a91c46bb9b1b5b5435cfb_2994","NEIPOLOT_RS0103860.p01","d9e11fc94d580b5feae8349fbaa657ca_5464","NEISUBOT_RS00275.p01","MGNOPCIE_02370","PAHHJFHK_01880"
"rplT","","50S ribosomal protein L20","20","20","1","1","867","1","1191","","359","359","359","HMOAHFMJ_01974","IDGDMJON_00958","JOFAMBFM_01577","PFGGLJGN_00742","CPIGLEMO_00515","HHMKECDE_00906","DCPLGDCJ_00508","AOPEFJLO_01592","NEICINOT_RS02190.p01","97242be58ea2b967d3a96d843ed5ca77_8288","NEIFLAOT_RS07095.p01","F9Z35_RS08180.p01","DR91_RS00745.p01","789e0afcaef373706e96bedeae961f4c_2888","43fe8da7603a91c46bb9b1b5b5435cfb_1931","NEIPOLOT_RS10945.p01","d9e11fc94d580b5feae8349fbaa657ca_6274","NEISUBOT_RS03285.p01","MGNOPCIE_00295","PAHHJFHK_00788"
"rpsU","","30S ribosomal protein S21","20","20","1","1","846","1","1250","","212","212","212","HMOAHFMJ_01986","IDGDMJON_00950","JOFAMBFM_01588","PFGGLJGN_00752","CPIGLEMO_00507","HHMKECDE_00918","DCPLGDCJ_00497","AOPEFJLO_01584","NEICINOT_RS03570.p01","97242be58ea2b967d3a96d843ed5ca77_4967","NEIFLAOT_RS07055.p01","F9Z35_RS06355.p01","DR91_RS09115.p01","789e0afcaef373706e96bedeae961f4c_7825","43fe8da7603a91c46bb9b1b5b5435cfb_571","NEIPOLOT_RS07340.p01","d9e11fc94d580b5feae8349fbaa657ca_1898","NEISUBOT_RS03325.p01","MGNOPCIE_00304","PAHHJFHK_00796"
"NEIFLAOT_RS02120","","tRNA-Cys","20","20","1","1","6467","1","6898","","73","73","73","HMOAHFMJ_02098","IDGDMJON_00873","JOFAMBFM_01672","PFGGLJGN_01302","CPIGLEMO_00431","HHMKECDE_00998","DCPLGDCJ_00418","AOPEFJLO_01508","NEICINOT_RS07900.r01","97242be58ea2b967d3a96d843ed5ca77_1860","NEIFLAOT_RS02120.r01","F9Z35_RS11535.r01","DR91_RS04655.r01","789e0afcaef373706e96bedeae961f4c_6374","43fe8da7603a91c46bb9b1b5b5435cfb_1779","NEIPOLOT_RS10595.r01","d9e11fc94d580b5feae8349fbaa657ca_3393","NEISUBOT_RS09580.r01","MGNOPCIE_00498","PAHHJFHK_00870"
"guaA","","GMP synthase [glutamine-hydrolyzing]","20","20","1","1","2516","1","3079","","1565","1565","1565","HMOAHFMJ_02665","IDGDMJON_00616","JOFAMBFM_01926","PFGGLJGN_01065","CPIGLEMO_00031","HHMKECDE_01386","DCPLGDCJ_00168","AOPEFJLO_01036","NEICINOT_RS03700.p01","97242be58ea2b967d3a96d843ed5ca77_4955","NEIFLAOT_RS03830.p01","F9Z35_RS06495.p01","DR91_RS09255.p01","789e0afcaef373706e96bedeae961f4c_7713","43fe8da7603a91c46bb9b1b5b5435cfb_9572","NEIPOLOT_RS07470.p01","d9e11fc94d580b5feae8349fbaa657ca_2765","NEISUBOT_RS07410.p01","MGNOPCIE_00884","PAHHJFHK_01134"
"rhlE_1","","DEAD/DEAH box helicase","20","20","1","1","2502","1","2838","","1361","1421","1396","HMOAHFMJ_02652","IDGDMJON_00606","JOFAMBFM_01938","PFGGLJGN_01056","CPIGLEMO_00042","HHMKECDE_01377","DCPLGDCJ_00157","AOPEFJLO_01045","NEICINOT_RS00310.p01","97242be58ea2b967d3a96d843ed5ca77_3851","NEIFLAOT_RS03790.p01","F9Z35_RS02745.p01","DR91_RS03535.p01","789e0afcaef373706e96bedeae961f4c_5491","43fe8da7603a91c46bb9b1b5b5435cfb_3816","NEIPOLOT_RS08545.p01","d9e11fc94d580b5feae8349fbaa657ca_2817","NEISUBOT_RS07465.p01","MGNOPCIE_00873","PAHHJFHK_01146"
"mnmG","","tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","20","20","1","1","3550","1","5497","","1206","1910","1861","HMOAHFMJ_00844","IDGDMJON_02059","JOFAMBFM_00694","PFGGLJGN_00245","CPIGLEMO_01398","HHMKECDE_00039","DCPLGDCJ_01390","AOPEFJLO_02115","NEICINOT_RS03305.p01","97242be58ea2b967d3a96d843ed5ca77_178","NEIFLAOT_RS05895.p01","F9Z35_RS04550.p01","DR91_RS07465.p01","789e0afcaef373706e96bedeae961f4c_774","43fe8da7603a91c46bb9b1b5b5435cfb_8799","NEIPOLOT_RS10475.p01","d9e11fc94d580b5feae8349fbaa657ca_108","NEISUBOT_RS07070.p01","MGNOPCIE_01774","PAHHJFHK_02157"
"NEIMUCOT_RS10475","","hypothetical protein","19","19","1","1","4498","1","225","","2015","2021","2015","HMOAHFMJ_01320","IDGDMJON_02133","JOFAMBFM_01077","PFGGLJGN_02027","CPIGLEMO_01039","HHMKECDE_00418","DCPLGDCJ_01037","AOPEFJLO_00146","NEICINOT_RS03880.p01","","NEIFLAOT_RS02370.p01","F9Z35_RS06720.p01","DR91_RS09475.p01","789e0afcaef373706e96bedeae961f4c_7556","43fe8da7603a91c46bb9b1b5b5435cfb_1563","NEIPOLOT_RS10455.p01","d9e11fc94d580b5feae8349fbaa657ca_1553","NEISUBOT_RS01170.p01","MGNOPCIE_02187","PAHHJFHK_02078"
"pyrF","","Orotidine 5'-phosphate decarboxylase","19","19","1","1","6198","1","4403","","731","821","740","HMOAHFMJ_02092","IDGDMJON_00881","JOFAMBFM_01667","PFGGLJGN_01308","CPIGLEMO_00437","HHMKECDE_00993","DCPLGDCJ_00423","AOPEFJLO_01512","NEICINOT_RS07075.p01","","NEIFLAOT_RS02070.p01","F9Z35_RS08725.p01","DR91_RS01325.p01","789e0afcaef373706e96bedeae961f4c_3294","43fe8da7603a91c46bb9b1b5b5435cfb_2634","NEIPOLOT_RS08320.p01","d9e11fc94d580b5feae8349fbaa657ca_9254","NEISUBOT_RS09605.p01","MGNOPCIE_00375","PAHHJFHK_00865"
"lutA","","Lactate utilization protein A","19","19","1","1","6922","1","1996","","779","857","784","HMOAHFMJ_02446","IDGDMJON_00478","JOFAMBFM_02049","PFGGLJGN_00944","CPIGLEMO_00152","HHMKECDE_01264","DCPLGDCJ_02207","AOPEFJLO_01227","NEICINOT_RS01520.p01","","NEIFLAOT_RS01390.p01","F9Z35_RS01450.p01","DR91_RS03725.p01","789e0afcaef373706e96bedeae961f4c_5769","43fe8da7603a91c46bb9b1b5b5435cfb_4188","NEIPOLOT_RS13945.p01","d9e11fc94d580b5feae8349fbaa657ca_7974","NEISUBOT_RS08550.p01","MGNOPCIE_00778","PAHHJFHK_01253"
"NEIMUCOT_RS03410","","hypothetical protein","19","19","1","1","481","1","1308","","566","620","617","HMOAHFMJ_00416","IDGDMJON_01287","JOFAMBFM_00373","PFGGLJGN_01716","CPIGLEMO_00834","HHMKECDE_01914","DCPLGDCJ_01696","AOPEFJLO_00505","NEICINOT_RS00850.p01","","NEIFLAOT_RS01550.p01","F9Z35_RS00995.p01","DR91_RS04405.p01","789e0afcaef373706e96bedeae961f4c_6141","43fe8da7603a91c46bb9b1b5b5435cfb_7141","NEIPOLOT_RS05375.p01","d9e11fc94d580b5feae8349fbaa657ca_1974","NEISUBOT_RS04005.p01","MGNOPCIE_01468","PAHHJFHK_00471"
